date,bitcoin_price,ethereum_price,btc_price,monero_price,dashpay_price,bitcoin_volume,ethereum_volume,btc_volume,monero_volume,dashpay_volume
12/27/20 05:00 AM,26722.63,642.97,336.21,166.83,108.80528667,3442807.01249049,905610.22483081,216714.838037031,74130.0312141672,67.83036177
12/27/20 06:00 AM,26876.25,645.8,336.98,168.42,108.44227888,19790369.4661946,4201814.845865,401763.796149477,194986.882684251,0.71471434
12/27/20 07:00 AM,27598.85,651.74,339.32,168.35,109.45226838,10519102.916026,3200198.66024305,436943.682487395,33325.999438941,0.05
12/27/20 08:00 AM,27617.32,649.64,339.66,168.22,107.89142762,19751661.6479016,1499456.48366138,178986.384062037,37818.3013950888,4.81901
12/27/20 09:00 AM,27441.76,644.26,334.46,163.46,106.93474953,14361180.4304153,2338301.92668913,214784.738915448,20274.32725724,9.49834
12/27/20 10:00 AM,27787.27,646.76,336.13,166.6,106.22789832,4828154.88006044,1501846.73388018,149628.009243155,27331.8494575406,5.61053347
12/27/20 11:00 AM,27806,645.23,336.13,164.5,106.56747565,44005167.9697267,6196927.83027355,1380079.2293749,505576.980362199,25.42795177
12/27/20 12:00 PM,27603.14,637.88,325.05,158.4,107.74787924,37943570.2425518,4360090.25245471,816619.163101282,152798.020633852,5.0135
12/27/20 01:00 PM,27191.48,634.27,320.54,161.78,107.92287597,17972081.826076,3995347.3893792,588943.847649566,43395.9144125563,39.29117036
12/27/20 02:00 PM,27485.78,647.86,346.03,163.44,107.7040421,14259555.3585476,15833351.9802627,1433130.17400978,29361.1142684384,6.16459091
12/27/20 03:00 PM,27318.6,684.19,352.09,166.16,108.08960352,17590399.7778124,8498795.37785447,1338216.7894384,64506.2307863316,15.84482699
12/27/20 04:00 PM,27347.89,696.96,361.07,163.15,108.42494509,30843194.5419898,19386101.3087734,1516449.09259673,35953.6980170458,15.53273089
12/27/20 05:00 PM,27038.8,695.83,351.42,161.69,107.64401009,10753785.4117017,3584809.36759093,766718.709828783,35304.41577208,3.72350138
12/27/20 06:00 PM,26743.43,689.09,347.46,161.34,110.77715516,10784260.4653426,2924790.47070029,341032.490868126,15589.6625654033,46.19024563
12/27/20 07:00 PM,26998.78,692.68,348.74,162.04,109.70252731,7639670.47404621,2720149.8445028,364037.316578003,28246.7340080724,72.76483109
12/27/20 08:00 PM,27038.32,704.75,350.5,163.18,106.93492406,13927697.9399429,4659255.46736676,551922.867321656,17155.0731780324,55.08879834
12/27/20 09:00 PM,26177.18,672.06,336.36,158.59,107.93782017,23237530.1984844,4749305.30578905,882444.897853961,39476.0124961488,24.36734112
12/27/20 10:00 PM,26379.24,676.75,341.92,159.06,108.7112107,16344296.263433,1685529.88741356,157108.510832722,27814.2768401676,2.0525
12/27/20 11:00 PM,26493.17,686.16,343.86,159.71,105.92679232,8746090.42512744,2016241.42235418,137823.777833521,16329.0204648991,6.75993245
12/28/20 12:00 AM,26242.82,683.85,335.6,156.71,106.85371975,13280271.2378805,5972378.60680474,599367.213814923,12535.3937749272,3.6637745
12/28/20 01:00 AM,26848.69,706.76,346.81,160.41,106.2821731,10856477.2241987,2971919.57358354,334098.374148765,16431.8258817984,24.03478982
12/28/20 02:00 AM,27026.67,705.5,346.55,159.95,107.55994132,5391681.75872019,2186439.62368449,225174.792870073,4513.3911890613,14.19327701
12/28/20 03:00 AM,27058.72,705.85,347.14,159.86,105.45070702,7846737.05677999,2718885.70974778,161216.823103047,37090.8212322174,91.02401193
12/28/20 04:00 AM,27246.15,703.15,344.23,159.88,107.25401679,4757441.03453293,1573482.68185106,96336.379525473,3434.5405815994,5.12783328
12/28/20 05:00 AM,26830.49,703.82,341.56,159.95,108.33930471,5276248.22574936,2352472.56370027,74829.926800884,12755.7107829475,8.68271886
12/28/20 06:00 AM,26928.74,713.01,346.74,161.15,105.32162537,4236557.84643229,1598578.90342,118347.392054981,12179.1416176505,24.67087731
12/28/20 07:00 AM,27013.27,712.13,349.64,162.64,105.81729739,9500708.13431671,19204716.8977934,182237.187668777,22356.3811474525,2.44001411
12/28/20 08:00 AM,26954.4,733.15,352.29,162.64,104.28725031,11913822.5240029,5243709.83803286,939251.38332234,16239.440405183,20.92052845
12/28/20 09:00 AM,26892.1,739.26,357.39,163.29,103.40069931,8986556.4685208,7227949.33680883,211687.161519434,17302.3993283832,6.47546517
12/28/20 10:00 AM,26781.38,732.75,361.6,162.86,101.204,7117694.31657006,6087154.11447728,927692.733483092,50901.0882748434,14.53220481
12/28/20 11:00 AM,26686.23,726.02,367.78,165.43,103.52413661,6002253.30139656,2858889.00046086,383774.9498136,24629.3225556976,8.7266365
12/28/20 12:00 PM,26811.97,730.7,370.64,164.48,102.31180375,6940898.17953352,2599399.27460288,682375.185405273,14975.8377919948,215.32505837
12/28/20 01:00 PM,27068.47,725.67,365.75,163.44,102.81407421,14012061.0462814,3687589.82673613,557544.75584995,9673.3036385461,53.14494273
12/28/20 02:00 PM,27217.89,726.85,366.23,167.36,104.20219218,11511512.7630805,3694544.03301032,726824.947656521,30659.7484569204,7.79624555
12/28/20 03:00 PM,27244.83,737.42,373.04,167.02,104.25000753,14906680.6627554,4376634.64794637,477110.601793545,29429.9320771815,1.61197255
12/28/20 04:00 PM,26877.59,728.61,365.19,161.32,103.54666041,12928119.1487979,12636856.9433311,187341.594928974,16213.627680412,63.33676385
12/28/20 05:00 PM,27031.28,735.88,363.92,163.44,103.91427155,9668509.88520432,2046015.26128638,52641.5376415488,24037.856518001,14.08454881
12/28/20 06:00 PM,27121.01,738.75,366.61,165.31,102.43792782,7325112.04968567,913446.295289851,218879.525682961,44046.8918698564,16.66272477
12/28/20 07:00 PM,26982.6,736.56,365.77,164.28,103.56723418,6397441.98596361,2312786.21044508,101322.488710034,27484.066373104,10.85539304
12/28/20 08:00 PM,26962.19,743.17,364.82,164.05,102.54734447,11343745.6637172,3689111.21665521,440168.378040846,9537.86103825,15.85373398
12/28/20 09:00 PM,26836.88,733.4,362.17,165.45,99.6299589,7280086.66043368,1712647.67065219,116543.53779935,22287.3150423308,20.19405314
12/28/20 10:00 PM,26584.86,726.7,357.69,166.75,101.24151208,8179932.46295236,1932726.4811467,280062.048335376,29505.1131545112,58.88731393
12/28/20 11:00 PM,26831.86,725.81,356.4,165.77,102.55726934,9738880.87643523,2160208.82021755,162618.777826061,8774.0003903306,3.03400945
12/29/20 12:00 AM,27037.9,729.31,360.35,166.34,103.06855675,5548875.35418356,2467614.60757417,321504.367208762,49943.8640117802,25.48004704
12/29/20 01:00 AM,26763.53,718.51,350.84,162.48,103.25542273,6683652.71859744,2524384.41550726,371702.579583874,52833.8026803741,17.87693118
12/29/20 02:00 AM,26793.97,716.42,353.36,161.98,103.07210354,4103381.91444537,701082.28803978,140440.278673931,3696.7108554852,7.0025
12/29/20 03:00 AM,26831.95,719.18,351.95,161.36,102.8030245,9597947.91304405,2793415.0831623,363120.390267545,8701.447725243,3.14756733
12/29/20 04:00 AM,26416.71,698.21,340.88,159.87,103.28236937,9972580.21481295,3153646.89141211,201341.672403604,12789.941834515,84.41629526
12/29/20 05:00 AM,26431.65,703.22,339.65,160.89,103.5530753,17706418.4979965,2173827.91417221,266926.534510806,12427.4091037803,0
12/29/20 06:00 AM,26403.84,705,343.07,160.74,105.09066303,6159863.20597593,1779239.12682622,141259.156162138,75375.9850063556,3.8554535
12/29/20 07:00 AM,26314.31,707.45,341.89,159.03,105.04081998,6239496.39080071,439999.673884257,115147.27751805,14909.8187897892,5.82749921
12/29/20 08:00 AM,26379.05,709.95,343.16,159.15,103.92893433,12090281.6129485,1829809.20004409,275001.174812914,20172.2723915636,10.06044831
12/29/20 09:00 AM,26623.86,713.01,347.02,161.34,101.26146323,6542585.49055346,2148305.40183703,400747.831980317,23562.6352584729,56.53159933
12/29/20 10:00 AM,26560.01,721.79,348.9,160.83,101.74312832,8270054.34091244,2379200.56095734,254126.456939032,8055.9295353856,0.05
12/29/20 11:00 AM,26705,729.2,350.3,161.19,101.9530329,11130693.927394,3157448.95905205,540906.883209166,4582.036437074,2.75507625
12/29/20 12:00 PM,26849.31,730.89,350.92,160.9,102.72700921,14289519.5147456,2522809.554356,234143.535564151,12729.1053639024,122.92647092
12/29/20 01:00 PM,26859.42,729.97,348.17,158.94,104.09894607,9956766.89865324,1381169.07242092,75698.426646087,33569.0293551792,25.68255677
12/29/20 02:00 PM,26851.52,730.08,348.77,159.15,102.6,11620568.9160536,2411023.31752508,156532.991135597,47222.4609779389,88.2153966
12/29/20 03:00 PM,26640,721.52,344.26,158.14,102.14488725,17507263.4471847,2721229.03312465,334197.646729277,24631.8802309584,5.08086079
12/29/20 04:00 PM,26577.37,718.53,342,156.63,102.04290695,12618302.012804,4839340.40668965,851509.657357406,241912.905815218,7.0025
12/29/20 05:00 PM,26404.86,713.96,335.51,156.95,101.68542723,15544686.8728463,2402049.84261401,333729.572921872,79541.6298008932,0.20938238
12/29/20 06:00 PM,26606.06,720.38,343.84,159.59,101.6741095,11988254.6233981,2096135.82193301,117506.550547056,16866.27865636,6.98259062
12/29/20 07:00 PM,26577.94,720.97,343.03,160.9,101.9755,11975290.0299244,1336338.6516053,156750.516501426,14290.3049098944,4.65928394
12/29/20 08:00 PM,26904.65,730,347.83,160.4,101.95609009,14897225.6648897,1827651.16284699,274844.076209497,7195.4656505622,1.18092268
12/29/20 09:00 PM,26976.2,729.09,349.08,160.56,102.35712724,16322041.0877957,1481886.46756298,450363.92830288,17389.119446145,22.28058144
12/29/20 10:00 PM,26902.64,724.89,348.44,161.27,101.65457997,6414967.82437778,631958.295287661,120364.884078615,21292.3145330984,4.80083325
12/29/20 11:00 PM,27017.5,729.59,347.64,161.51,100.3641911,8440040.3165337,861848.696816928,86032.19192994,13409.6031686474,225.72024517
12/30/20 12:00 AM,27370,733.57,353,161.41,100.55258005,14723430.6415748,2359638.17497103,409487.388208187,55847.536010763,3.6452406
12/30/20 01:00 AM,27605,740.7,361.48,162.18,100.57374392,7390001.18848941,4677730.05300927,112086.475942056,20912.665798265,1.8672164
12/30/20 02:00 AM,27592.81,737.39,359.05,161.87,101.02469588,12700868.3781749,1469995.121856,383985.00853867,17250.6183094266,10.35926423
12/30/20 03:00 AM,27997.82,740.06,359.68,160.49,101.18882937,18484903.763319,9015201.93432169,452506.207091644,27829.2280113622,0.63891284
12/30/20 04:00 AM,28022.37,733.03,355.79,161.03,101.19448631,11622454.2250382,7638581.44595731,380569.187886577,4790.981341018,178.03652962
12/30/20 05:00 AM,27896.98,730.06,351.95,159.59,101.11605239,13988443.5869006,1160015.97690774,93121.0380340252,8612.8303894581,8.46822801
12/30/20 06:00 AM,28002.05,731.36,354.57,159.56,101.61287317,20121796.021726,1843593.70484098,170555.071338248,5602.7876835012,2.50241455
12/30/20 07:00 AM,28348,736.3,357.42,160.56,99.32405955,11954165.1153984,1714071.6704439,258037.765702453,16573.1375263068,30.05
12/30/20 08:00 AM,28349.7,733.06,354.48,161.77,99.87035591,24589889.3265186,4026975.88839,428108.293269963,38610.967252984,13.28590187
12/30/20 09:00 AM,27728.33,727.34,346.82,162.48,98.96179588,15267991.5655089,2360274.4168841,285657.229420923,6158.1897590535,10.00125287
12/30/20 10:00 AM,27854.99,725.24,347.74,163.14,99.04875844,11660016.1154417,1083012.83028506,527235.448398117,22722.9652392556,122.360485
12/30/20 11:00 AM,27825,728.67,355.5,162.41,98.20204133,9022644.83001165,1487223.25854981,257926.529481242,11151.7580975118,5.42168724
12/30/20 12:00 PM,27811.87,725.11,350,162.26,98.74698771,7796651.11860215,1789456.07487326,92937.4380234088,11292.5026967933,6.78984416
12/30/20 01:00 PM,27848.67,723.22,350.44,160.79,99.30689567,9920867.93258868,1278543.58003668,208314.968288725,2167.2564566328,2.00661698
12/30/20 02:00 PM,27874.25,725.49,349.46,160.33,98.59031818,9742123.32528164,1531010.79926903,198008.400191505,8823.0552814989,0.97712861
12/30/20 03:00 PM,28193.92,735,350.8,160.68,99.04979344,8921295.86025344,1277458.94473635,111670.196446928,55636.0242415691,13.93322649
12/30/20 04:00 PM,28160.9,734.28,350.37,159.87,101.31204895,12892669.4580669,8487415.28982148,232689.891379584,6175.7086798555,30.20987914
12/30/20 05:00 PM,28150.92,732.74,350.62,159.84,100.50387296,11928865.7072551,2042615.84447215,248434.365008463,7734.337149308,96.21176483
12/30/20 06:00 PM,28259.01,736.48,351.02,160.09,99.64310955,16997405.8954955,1665918.89423913,150611.605335703,23999.064344409,139.23274189
12/30/20 07:00 PM,28523.16,742.18,352.1,158.81,97.95185475,34953134.1858919,7146464.41523394,320633.082016718,12659.4417542912,1.66303299
12/30/20 08:00 PM,28807.89,754,355,159.9,97.42799226,21863622.3921814,3296657.81455967,197163.579506432,5372.1933479476,0.90352123
12/30/20 09:00 PM,28789.77,752.2,355.86,159.66,98.39173432,13719520.1332672,2034271.74541962,187421.548453007,21691.7011671668,1.62332809
12/30/20 10:00 PM,28896.96,749.12,354.71,160.33,99.30001346,6810155.60881403,5805920.04573289,87998.0638324676,8130.5824776704,10.1173
12/30/20 11:00 PM,28731.27,745.94,354.45,158.46,99.70406631,4114749.23687192,923233.334370925,248151.386462179,79876.7757701364,0.09184036
12/31/20 12:00 AM,28893.21,753.31,358.68,159.86,99.03234376,12922033.4433503,1695666.69548549,238233.234657435,7440.3994801182,0
12/31/20 01:00 AM,29162.05,746,355.73,157.65,99.41236542,19848481.37792,4209420.77165814,369090.975861733,66619.515905163,1.36638646
12/31/20 02:00 AM,28755.16,737.26,351.14,157.75,99.48374887,3469762.38678023,1101645.29388917,98172.6095441784,5883.4978757995,14.58168865
12/31/20 03:00 AM,28735.87,738.4,351.08,158.24,99.16073303,8464457.17321626,1489018.87530066,61304.77173093,18933.5283502206,0
12/31/20 04:00 AM,29067.66,745,354.69,157.97,99.4370998,6518110.30409259,1133955.12892816,127053.044020764,4896.7766632652,0
12/31/20 05:00 AM,29021.19,742.94,353.72,158.34,99.33485407,7826790.0628987,1280110.63184689,86429.8535784768,1911.4961641984,5.0542
