Hour,btc_online_users,btc_number_of_post,btc_comments,btc_total_votes,bitcoin_online_users,bitcoin_number_of_post,bitcoin_comments,bitcoin_total_votes,ethereum_online_users,ethereum_number_of_post,ethereum_comments,ethereum_total_votes,monero_online_users,monero_number_of_post,monero_comments,monero_total_votes,dashpay_online_users,dashpay_number_of_post,dashpay_comments,dashpay_total_votes,ethtrader_online_users,ethtrader_number_of_post,ethtrader_comments,ethtrader_total_votes,ethfinance_online_users,ethfinance_number_of_post,ethfinance_comments,ethfinance_total_votes,xmrtrader_online_users,xmrtrader_number_of_post,xmrtrader_comments,xmrtrader_total_votes
1,1.0k,3,"[{'timestamp': '16 minutes ago', 'comments': '2', 'comments_on_post': ['you can also pay like 20 sats for the entire txn.', ""So the tx fee has the capability to be set super low? So in the event that BCH price skyrockets, it wouldn't be a problem? Or would the utxo's just float around competing for higher tx fees?""]}, {'timestamp': '55 minutes ago', 'comments': '0', 'comments_on_post': []}, {'timestamp': '58 minutes ago', 'comments': '4', 'comments_on_post': ['which one?', 'that would mean they will not be bribed by Core propaganda', ""who's a really good contender?"", '⌚️']}]",871,11.3k,10,"[{'timestamp': '13 minutes ago', 'comments': '0', 'comments_on_post': []}, {'timestamp': '20 minutes ago', 'comments': '0', 'comments_on_post': []}, {'timestamp': '29 minutes ago', 'comments': '0', 'comments_on_post': []}, {'timestamp': '29 minutes ago', 'comments': '0', 'comments_on_post': []}, {'timestamp': '35 minutes ago', 'comments': '0', 'comments_on_post': []}, {'timestamp': '37 minutes ago', 'comments': '9', 'comments_on_post': ['Turns out it’s been in our hearts all along', 'Awwww', 'In my wallet', ""It'll be up there somewhere points up"", 'In my cold storage.', 'Somewhere', 'I think it will be spread out on different wallets and exchanges.', 'Haha. Liking all the responses. Able about some numbers? Let’s get some targets out there and see who gets it right!', '$35k']}, {'timestamp': '39 minutes ago', 'comments': '3', 'comments_on_post': ['who keeps track...', 'How the nodes are paid?']}, {'timestamp': '40 minutes ago', 'comments': '7', 'comments_on_post': [""Who gave you that address? If you're new and asking this question, it makes me question if someone isn't trying to scam you."", 'Na, OP is looking for a hand out. They know how to deposit into it.', 'Help lmao']}, {'timestamp': '44 minutes ago', 'comments': '1', 'comments_on_post': ['There is definitely no shortage of suckers in this world.']}, {'timestamp': '57 minutes ago', 'comments': '3', 'comments_on_post': ['Bitcoin changes the perception of reality, you have been orange pilled, welcome.', 'Yeah, you develop an emotional attachment. You can’t even sell now because if you do, you will deeply regret it. Just keep putting money into it and accumulating. Only sane thing to do.', 'This is the way.']}]",1805,3.1k,0,[],11718,962,0,[],1268,214,1,"[{'timestamp': '29 minutes ago', 'comments': '0', 'comments_on_post': []}]",505,1.1k,4,"[{'timestamp': '4 minutes ago', 'comments': '0', 'comments_on_post': []}, {'timestamp': '4 minutes ago', 'comments': '0', 'comments_on_post': []}, {'timestamp': '34 minutes ago', 'comments': '0', 'comments_on_post': []}, {'timestamp': '54 minutes ago', 'comments': '0', 'comments_on_post': []}]",863,383,0,[],1778,65,0,[],733
